Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
archaeal lipids bobik	1.0	0.0	0.0	1.0	6.0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	1.0
beta carboxysome	6.0	5.0	5.0	2.0	12.0	13.0	8.0	9.0	4.0	11.0	22.0	16.0	9.0	12.0	9.0	9.0	5.0	14.0	18.0	7.0	11.0	2.0
beta-glucuronide utilization	629.0	6.0	1380.0	3.0	1490.0	98.0	84.0	823.0	0.0	826.0	1.0	2.0	570.0	881.0	2.0	921.0	4.0	858.0	1.0	1024.0	745.0	2.0
cAMP signaling in bacteria	26630.0	10346.0	32332.0	14836.0	46570.0	25225.0	19739.0	34587.0	15350.0	42738.0	14428.0	13605.0	45240.0	48171.0	23432.0	43525.0	15569.0	47482.0	25183.0	40415.0	38804.0	14015.0
carbazol degradation cluster	825.0	702.0	1457.0	1393.0	2034.0	1154.0	1173.0	1198.0	1146.0	1699.0	551.0	990.0	1794.0	1886.0	969.0	1658.0	1216.0	1677.0	1441.0	1252.0	1283.0	800.0
cell division cluster containing FtsQ	14268.0	7596.0	14617.0	8223.0	21737.0	13928.0	9844.0	15941.0	8604.0	19579.0	8099.0	6045.0	20923.0	23847.0	10308.0	19285.0	8747.0	20705.0	13120.0	19235.0	17212.0	8283.0
coA-FolK	15643.0	7301.0	17980.0	9967.0	25981.0	14003.0	11524.0	19160.0	10903.0	23257.0	9709.0	12647.0	24325.0	27841.0	11931.0	24718.0	11158.0	26915.0	17087.0	24064.0	21806.0	7585.0
ct6A	2414.0	1729.0	3413.0	2596.0	4555.0	3281.0	2600.0	3480.0	2799.0	4116.0	2405.0	2260.0	4306.0	5246.0	3221.0	4845.0	2982.0	5373.0	4138.0	4232.0	4077.0	1734.0
dTDP-rhamnose synthesis	11809.0	2875.0	9043.0	8651.0	16514.0	5594.0	9121.0	12751.0	9271.0	15539.0	3668.0	4011.0	16961.0	17451.0	10740.0	14215.0	9830.0	15299.0	6419.0	14873.0	14061.0	8506.0
dcernst CoA Salvage	14450.0	7183.0	16435.0	9573.0	23797.0	14337.0	10860.0	18028.0	10383.0	21747.0	10107.0	12418.0	23082.0	26183.0	11141.0	22770.0	10360.0	25012.0	18903.0	21988.0	20512.0	7313.0
dephospho-tetrahydromethanopterin biosynthesis MYousef	1.0	0.0	1.0	0.0	1.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0
methanopterin biosynthesis	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
methyl t6A	864.0	743.0	1342.0	836.0	1617.0	674.0	878.0	1135.0	953.0	1412.0	461.0	726.0	1490.0	1698.0	926.0	1629.0	944.0	1801.0	1258.0	1544.0	1327.0	981.0
mycofactocin system	3.0	0.0	7.0	56.0	7.0	0.0	28.0	3.0	44.0	2.0	0.0	3.0	7.0	7.0	2.0	9.0	35.0	6.0	1.0	5.0	5.0	33.0
n-Phenylalkanoic acid degradation	9982.0	4500.0	13218.0	5791.0	18240.0	14492.0	7581.0	13678.0	6030.0	16853.0	7160.0	750.0	18062.0	19137.0	8027.0	16132.0	6375.0	18007.0	9030.0	15123.0	15037.0	3952.0
p-Aminobenzoyl-Glutamate Utilization	4213.0	2458.0	5482.0	5308.0	9328.0	10302.0	5363.0	5389.0	5502.0	6868.0	3861.0	4179.0	6436.0	7562.0	7625.0	5720.0	5524.0	6735.0	6245.0	4547.0	5228.0	3589.0
p-Hydroxybenzoate degradation	4119.0	60.0	7590.0	1299.0	8766.0	4338.0	2790.0	5700.0	1473.0	7666.0	3258.0	12.0	7528.0	8606.0	1539.0	7947.0	1461.0	8652.0	2058.0	6862.0	6568.0	937.0
pH adaptation potassium efflux system	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
pVir Plasmid of Campylobacter	6269.0	1320.0	4949.0	1857.0	8728.0	3324.0	3160.0	6728.0	1917.0	8032.0	1826.0	2509.0	8804.0	8934.0	2251.0	7040.0	2229.0	8344.0	2598.0	7164.0	7127.0	1363.0
pyrimidine conversions	31015.0	11869.0	32834.0	18489.0	48748.0	34018.0	21894.0	35424.0	19017.0	43069.0	18516.0	19208.0	43929.0	51010.0	21187.0	43288.0	19936.0	47199.0	28217.0	42122.0	37704.0	13121.0
rRNA modification Archaea	1336.0	1058.0	2631.0	1312.0	2810.0	1680.0	1297.0	1874.0	1294.0	2198.0	1347.0	268.0	2022.0	2776.0	1378.0	2536.0	1457.0	2530.0	1307.0	2293.0	1787.0	1073.0
rRNA modification bacteria	21501.0	13994.0	40293.0	21332.0	45131.0	26755.0	21851.0	30708.0	22219.0	36761.0	20229.0	9103.0	34503.0	45139.0	24554.0	41438.0	23236.0	43469.0	28977.0	37477.0	30841.0	15719.0
riboflavin to FAD	3444.0	1068.0	2897.0	1580.0	4839.0	1352.0	2147.0	4114.0	1758.0	4817.0	860.0	1232.0	5674.0	5667.0	1858.0	4518.0	1835.0	4820.0	2850.0	4306.0	4490.0	1575.0
t(6)A synthesis in Archaea and Eukaryotes	2.0	6.0	7.0	12.0	4.0	11.0	0.0	5.0	0.0	3.0	0.0	5.0	2.0	6.0	9.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0
t(6)A synthesis in bacteria	3230.0	1425.0	3248.0	2048.0	4881.0	2493.0	2411.0	3882.0	2234.0	4768.0	1904.0	2147.0	5093.0	5550.0	2539.0	4599.0	2357.0	4987.0	3787.0	4549.0	4167.0	1455.0
t6A synthesis in Archaea and Eukaryotes	2.0	6.0	7.0	12.0	4.0	11.0	0.0	5.0	0.0	3.0	0.0	5.0	2.0	6.0	9.0	5.0	1.0	2.0	1.0	1.0	1.0	1.0
t6A synthesis in bacteria	5098.0	1873.0	4252.0	2086.0	7149.0	3743.0	2900.0	5297.0	2446.0	6551.0	2360.0	3068.0	7052.0	7661.0	2570.0	5713.0	2462.0	6191.0	3666.0	5790.0	5372.0	1424.0
tRNA aminoacylation, Ala	3846.0	1733.0	4376.0	2475.0	6213.0	4746.0	2929.0	4859.0	2649.0	5811.0	2820.0	2038.0	5927.0	6745.0	3094.0	5787.0	2808.0	6441.0	3964.0	5755.0	5104.0	1744.0
tRNA aminoacylation, Arg	3928.0	1158.0	3189.0	1735.0	5491.0	3929.0	2472.0	4332.0	1748.0	5424.0	2706.0	1370.0	5940.0	6123.0	2000.0	4730.0	1940.0	5360.0	2238.0	4790.0	4688.0	1212.0
tRNA aminoacylation, Asp and Asn	8121.0	1763.0	4713.0	2744.0	10568.0	6566.0	4188.0	7591.0	3035.0	9517.0	3483.0	4205.0	11067.0	11061.0	3211.0	7310.0	3043.0	8266.0	4821.0	7735.0	8061.0	1740.0
tRNA aminoacylation, Cys	2501.0	610.0	2227.0	1017.0	3545.0	1395.0	1459.0	2719.0	1115.0	3153.0	940.0	1398.0	3382.0	3657.0	1294.0	2966.0	1081.0	3380.0	2640.0	2988.0	2823.0	627.0
tRNA aminoacylation, Glu and Gln	11844.0	3726.0	9881.0	5517.0	16992.0	11136.0	7267.0	12639.0	5801.0	15694.0	6308.0	4664.0	17271.0	18211.0	6163.0	12936.0	6160.0	14577.0	6200.0	13342.0	13606.0	3738.0
tRNA aminoacylation, Gly	6893.0	2855.0	7464.0	5045.0	10758.0	6687.0	5143.0	8302.0	5212.0	9995.0	4342.0	3719.0	10780.0	12317.0	5247.0	9897.0	5367.0	11008.0	6667.0	9844.0	9343.0	3310.0
tRNA aminoacylation, His	2694.0	858.0	2620.0	1425.0	4465.0	1608.0	1844.0	3106.0	1408.0	3868.0	1254.0	104.0	3888.0	4329.0	1746.0	3157.0	1584.0	3718.0	1906.0	3123.0	3376.0	975.0
tRNA aminoacylation, Ile	7367.0	3782.0	6964.0	3863.0	10710.0	6112.0	4798.0	8441.0	4094.0	10367.0	3940.0	3128.0	11103.0	12369.0	4888.0	9540.0	4225.0	10558.0	5965.0	9446.0	8857.0	4394.0
tRNA aminoacylation, Leu	6268.0	1863.0	5793.0	3394.0	9303.0	5721.0	4240.0	7022.0	3396.0	8694.0	3060.0	2763.0	9427.0	9867.0	3998.0	8035.0	3446.0	8872.0	5181.0	7737.0	7399.0	2016.0
tRNA aminoacylation, Lys	5787.0	1335.0	4605.0	2118.0	8356.0	3782.0	3038.0	5643.0	2256.0	7006.0	2152.0	1750.0	7140.0	8355.0	2431.0	5504.0	2446.0	6449.0	3254.0	6125.0	5700.0	1500.0
tRNA aminoacylation, Met	4489.0	1358.0	4082.0	2159.0	6443.0	4104.0	2841.0	4871.0	2247.0	6019.0	2091.0	2683.0	6230.0	6821.0	3032.0	5528.0	2414.0	6217.0	3189.0	5404.0	5132.0	1530.0
tRNA aminoacylation, Phe	6605.0	1762.0	5642.0	3087.0	9398.0	5254.0	4128.0	7054.0	3051.0	8477.0	2881.0	2954.0	9141.0	9918.0	3518.0	7347.0	3066.0	8242.0	4738.0	7419.0	7405.0	1826.0
tRNA aminoacylation, Ser	2325.0	728.0	2132.0	1185.0	3309.0	2323.0	1449.0	2417.0	1202.0	2931.0	1083.0	584.0	3138.0	3300.0	1304.0	2665.0	1201.0	2862.0	1732.0	2499.0	2352.0	708.0
tRNA aminoacylation, Thr	3889.0	1022.0	2518.0	1683.0	5219.0	3903.0	2349.0	3815.0	1774.0	4851.0	1703.0	1488.0	5233.0	5261.0	2091.0	3843.0	1766.0	4250.0	2411.0	3912.0	3861.0	1109.0
tRNA aminoacylation, Trp	4452.0	2135.0	4304.0	1739.0	6815.0	3857.0	2545.0	4975.0	1844.0	6248.0	2668.0	1241.0	6398.0	7336.0	2088.0	6192.0	1866.0	6678.0	4469.0	6014.0	5549.0	1220.0
tRNA aminoacylation, Tyr	3629.0	967.0	2598.0	1406.0	4859.0	2683.0	2010.0	3887.0	1421.0	4724.0	1408.0	1683.0	5273.0	5419.0	1662.0	4328.0	1490.0	5101.0	2766.0	4383.0	4512.0	921.0
tRNA aminoacylation, Val	7609.0	2567.0	7384.0	4591.0	11508.0	6412.0	5184.0	8370.0	4667.0	10265.0	3972.0	3378.0	11058.0	12797.0	6246.0	9737.0	4885.0	10813.0	6159.0	9730.0	9098.0	2954.0
tRNA modification Archaea	32900.0	13322.0	38913.0	23717.0	55135.0	34032.0	26298.0	39788.0	24509.0	48321.0	22685.0	15466.0	50010.0	56484.0	28333.0	48515.0	26018.0	52647.0	29774.0	45992.0	42046.0	16087.0
tRNA modification yeast mitochondrial	1300.0	648.0	1745.0	1059.0	2217.0	1434.0	985.0	1730.0	987.0	2155.0	1035.0	839.0	2162.0	2555.0	1171.0	2239.0	1107.0	2520.0	1441.0	2200.0	1997.0	690.0
tRNA mods Archaea	25649.0	11218.0	31650.0	19305.0	42642.0	22311.0	21236.0	31495.0	19612.0	37927.0	16878.0	18763.0	39962.0	45019.0	23693.0	38887.0	20840.0	42476.0	30852.0	36960.0	33580.0	12598.0
tRNA nucleotidyltransferase	3760.0	1668.0	3938.0	2201.0	5613.0	1372.0	2566.0	4367.0	2241.0	5240.0	514.0	1519.0	5642.0	6269.0	2533.0	5352.0	2367.0	5937.0	4950.0	5213.0	5053.0	1688.0
tRNA processing	19256.0	8074.0	22855.0	12681.0	31704.0	18189.0	14490.0	22906.0	13192.0	28094.0	12700.0	8413.0	29808.0	33144.0	14389.0	28191.0	13999.0	30525.0	17702.0	26767.0	25071.0	8898.0
tRNA splicing	103.0	2.0	234.0	1.0	262.0	1.0	14.0	139.0	1.0	147.0	3.0	0.0	133.0	198.0	1.0	186.0	0.0	168.0	1.0	199.0	143.0	0.0
tRNA-dependent amino acid transfers	93.0	2.0	7.0	4.0	79.0	3.0	19.0	73.0	10.0	77.0	2.0	2.0	92.0	80.0	4.0	19.0	8.0	26.0	0.0	44.0	49.0	1.0
tRNA-methylthiotransferase containing cluster	8195.0	4118.0	12994.0	7444.0	15529.0	8804.0	7967.0	11009.0	7506.0	13034.0	8723.0	2382.0	12326.0	15286.0	8417.0	14427.0	7629.0	15485.0	11131.0	12970.0	11250.0	4407.0
trimethylamine N-oxide (TMAO) reductase	5697.0	2031.0	10404.0	3265.0	11915.0	3486.0	4159.0	8026.0	3527.0	9421.0	2852.0	25.0	8929.0	11360.0	2991.0	12225.0	3477.0	12804.0	3917.0	11802.0	9308.0	2203.0
Cyanobacterial bypass in the TCA	0.0	1.0	2.0	0.0	2.0	252.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	5.0	1.0
DNA Helicase of Unknown Function	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
DNA recombination, archaeal	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dipicolinate Synthesis	0.0	1.0	1.0	0.0	1.0	724.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	1.0	0.0
F0F1-type ATP synthase in plants (plastidial)	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL11 membrane protein cluster	0.0	2.0	3.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Mycobacterial MmpL6 membrane protein cluster	0.0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Mycobacterial cell wall virulence lipid phthiocerol dimycocerosate (PDIM)	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0
Mycobacterium virulence operon with PE family and Esat6-like proteins	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phage carbon metabolism	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	4.0	0.0
Pyridoxin(Vitamin B6) Degradation Pathway	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RNA polymerase II initiation factors	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Spore pigment biosynthetic cluster in Actinomycetes	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Teicoplanin-resistance in Staphylococcus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermosome, archaeal	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Translation elongation factors eukaryotic and archaeal	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
coenzyme M biosynthesis	0.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
mycolic acid synthesis	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Acetophenone carboxylase 1	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BOX, RUP and SPRITE repeats in Streptococcus pneumoniae	0.0	0.0	3.0	3.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0
Bilin Biosynthesis	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrate Utilization System (CitAB, CitH, and tctABC)	0.0	0.0	5.0	41.0	1.0	38.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	1.0	2.0	40.0	4.0	1.0	2.0	1.0	0.0
H2:CoM-S-S-HTP oxidoreductase	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL10 membrane protein cluster	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Proteasome eukaryotic	0.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Siderophore Staphylobactin	0.0	0.0	1.0	0.0	7.0	65.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	17.0	2.0	0.0	0.0	0.0	0.0
Small acid-soluble spore proteins	0.0	0.0	2.0	0.0	0.0	974.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0
Sporulation Cluster III A	0.0	0.0	2.0	1.0	0.0	921.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
UDP-L-arabinose biosynthesis in plants	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
V-Type ATP synthase in plants (vacuolar)	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNA repair and recombination eukaryotic	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL12 membrane protein cluster	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Mycobacterial MmpL8 membrane protein cluster	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P38 MAP kinase pathways	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Photosystem II-type photosynthetic reaction center	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNA polymerase archaeal	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0
Streptococcus agalactiae hemolysin operon	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anthrose Biosynthesis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0
Bacterial Caspases	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
CBSS-306254.1.peg.1508	0.0	0.0	0.0	0.0	1.0	0.0	1.0	8.0	0.0	10.0	0.0	0.0	26.0	5.0	0.0	3.0	0.0	3.0	0.0	7.0	1.0	0.0
Clavulanic acid biosynthesis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Coagulation cascade	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0
Lysine biosynthesis AAA pathway 2	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL4 membrane protein cluster	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
N-ATPase	0.0	0.0	0.0	0.0	6.0	1.0	3.0	1.0	0.0	4.0	0.0	0.0	14.0	8.0	0.0	4.0	1.0	3.0	0.0	2.0	6.0	0.0
Purine de novo biosynthesis in plants	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Release of Dimethyl Sulfide (DMS) from Dimethylsulfoniopropionate (DMSP)	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
Staphylococcus Two-component and Pore-forming Cytolysins	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCA cycle in plants	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
m(6)t(6)A methlytransferase TsaA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alternative NAD(P)H dehydrogenases in plants	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exosporium	0.0	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Mycobacterial HadABC proteins ((3R)-hydroxyacyl-ACP dehydrates of FASII)	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Photosystem I	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingolipid biosynthesis	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spliceosome	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SpoVS protein family	0.0	0.0	0.0	0.0	0.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
At1g33290 At1g73170 At3g10420	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL9 membrane protein cluster	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Mycobacterium virulence operon with Esat6-like proteins	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Toxin-antitoxin system in Mycobacterium	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	2.0	0.0	1.0	1.0	0.0
p-cymene degradation	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
&#945;-related Fimbriae in Yersinia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	1.0	0.0	6.0	1.0	0.0
2-isocapryloyl-3R-hydroxymethyl-gamma-butyrolactone and other bacterial morphogens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Betaine biosynthesis from glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Energy-conserving hydrogenase (ferredoxin)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
RNA polymerase archaeal initiation factors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
